CARRIER,DEP_TIME,DEST,FL_DATE,FL_NUM,ORIGIN,TAIL_NUM,Flight Status
DL,1506,JFK,1/19/2004,746,DCA,N910DL,delayed
DL,731,LGA,1/19/2004,1742,DCA,N242DL,ontime
DL,842,LGA,1/19/2004,1744,DCA,N223DZ,ontime
DL,1029,LGA,1/19/2004,1748,DCA,N231DN,ontime
DL,1231,LGA,1/19/2004,1752,DCA,N223DZ,ontime
DL,1431,LGA,1/19/2004,1756,DCA,N231DN,ontime
DL,1530,LGA,1/19/2004,1758,DCA,N224DA,ontime
DL,1630,LGA,1/19/2004,1760,DCA,N223DZ,ontime
DL,1829,LGA,1/19/2004,1764,DCA,N231DN,ontime
DL,1930,LGA,1/19/2004,1766,DCA,N224DA,ontime
DL,2029,LGA,1/19/2004,1768,DCA,N223DZ,ontime
MQ,1536,JFK,1/19/2004,4752,DCA,N718MQ,ontime
MQ,553,JFK,1/19/2004,4760,DCA,N736MQ,ontime
MQ,1846,JFK,1/19/2004,4784,DCA,N723MQ,delayed
MQ,758,LGA,1/19/2004,4952,DCA,N739MQ,delayed
MQ,822,LGA,1/19/2004,4954,DCA,N717MQ,delayed
MQ,858,LGA,1/19/2004,4956,DCA,N718MQ,ontime
MQ,1100,LGA,1/19/2004,4960,DCA,N722MQ,ontime
MQ,1253,LGA,1/19/2004,4964,DCA,N739MQ,ontime
MQ,1356,LGA,1/19/2004,4966,DCA,N719MQ,ontime
MQ,1534,LGA,1/19/2004,4968,DCA,N723MQ,delayed
MQ,1559,LGA,1/19/2004,4970,DCA,N841MQ,ontime
MQ,1717,LGA,1/19/2004,4972,DCA,N728MQ,ontime
MQ,1937,LGA,1/19/2004,4976,DCA,N704MQ,delayed
UA,846,LGA,1/19/2004,846,IAD,N565UA,ontime
US,627,LGA,1/19/2004,1479,DCA,N753UW,ontime
US,656,LGA,1/19/2004,2160,DCA,N767UW,ontime
US,758,LGA,1/19/2004,2162,DCA,N706UW,ontime
US,858,LGA,1/19/2004,2164,DCA,N711UW,ontime
US,955,LGA,1/19/2004,2166,DCA,N736UW,ontime
US,1059,LGA,1/19/2004,2168,DCA,N767UW,ontime
US,1157,LGA,1/19/2004,2170,DCA,N706UW,ontime
US,1256,LGA,1/19/2004,2172,DCA,N711UW,ontime
US,1353,LGA,1/19/2004,2174,DCA,N736UW,ontime
US,1456,LGA,1/19/2004,2176,DCA,N767UW,ontime
US,1558,LGA,1/19/2004,2178,DCA,N706UW,ontime
US,1656,LGA,1/19/2004,2180,DCA,N711UW,ontime
US,1755,LGA,1/19/2004,2182,DCA,N736UW,ontime
US,1855,LGA,1/19/2004,2184,DCA,N767UW,ontime
US,1956,LGA,1/19/2004,2186,DCA,N706UW,ontime
US,2057,LGA,1/19/2004,2188,DCA,N711UW,ontime
RU,1710,EWR,1/19/2004,3372,BWI,N13913,ontime
RU,1028,EWR,1/19/2004,2303,BWI,N18557,ontime
RU,654,EWR,1/19/2004,2703,BWI,N14943,ontime
RU,1451,EWR,1/19/2004,2403,BWI,N12934,ontime
CO,1732,EWR,1/19/2004,814,DCA,N17321,delayed
CO,1253,EWR,1/19/2004,808,DCA,N14639,ontime
CO,728,EWR,1/19/2004,806,DCA,N16649,ontime
CO,1857,EWR,1/19/2004,816,DCA,N17619,ontime
DH,832,EWR,1/19/2004,7299,IAD,N645BR,ontime
DH,1705,EWR,1/19/2004,7302,IAD,N689BR,ontime
DH,1237,EWR,1/19/2004,7303,IAD,N710BR,ontime
DH,2300,EWR,1/19/2004,7304,IAD,N626BR,delayed
DH,627,EWR,1/19/2004,7305,IAD,N329UE,ontime
DH,1427,EWR,1/19/2004,7307,IAD,N301UE,ontime
RU,2051,EWR,1/19/2004,2385,IAD,N16520,delayed
RU,1258,EWR,1/19/2004,2692,IAD,N28518,ontime
RU,645,EWR,1/19/2004,2761,DCA,N13124,ontime
RU,1530,EWR,1/19/2004,2261,DCA,N15973,ontime
RU,656,EWR,1/19/2004,2855,IAD,N15912,ontime
RU,1659,EWR,1/19/2004,2497,IAD,N12567,ontime
RU,1455,EWR,1/19/2004,2156,IAD,N18120,ontime
RU,1628,EWR,1/19/2004,2181,DCA,N12921,ontime
RU,1355,EWR,1/19/2004,2216,DCA,N12519,ontime
RU,855,EWR,1/19/2004,2582,DCA,N48901,ontime
RU,2052,EWR,1/19/2004,2879,DCA,N16911,ontime
OH,1500,JFK,1/20/2004,5935,BWI,N956CA,ontime
DH,1637,JFK,1/20/2004,6155,DCA,N409FJ,ontime
DH,1300,LGA,1/20/2004,7208,IAD,N648BR,ontime
DH,1455,LGA,1/20/2004,7211,IAD,N646BR,ontime
DH,1725,LGA,1/20/2004,7215,IAD,N705BR,ontime
DH,2143,LGA,1/20/2004,7684,IAD,N637BR,ontime
DH,635,LGA,1/20/2004,7790,IAD,N698BR,ontime
DH,1033,LGA,1/20/2004,7792,IAD,N646BR,ontime
DH,835,JFK,1/20/2004,7800,IAD,N627BR,ontime
DH,1351,JFK,1/20/2004,7806,IAD,N708BR,delayed
DH,1446,JFK,1/20/2004,7808,IAD,N321UE,ontime
DH,1643,JFK,1/20/2004,7810,IAD,N308UE,ontime
DH,1706,JFK,1/20/2004,7812,IAD,N313UE,ontime
DH,2118,JFK,1/20/2004,7814,IAD,N636BR,ontime
DH,1632,JFK,1/20/2004,7816,IAD,N331UE,ontime
DL,1514,JFK,1/20/2004,746,DCA,N926DL,delayed
DL,629,LGA,1/20/2004,1740,DCA,N225DL,ontime
DL,729,LGA,1/20/2004,1742,DCA,N231DN,ontime
DL,839,LGA,1/20/2004,1744,DCA,N224DA,ontime
DL,929,LGA,1/20/2004,1746,DCA,N223DZ,ontime
DL,1029,LGA,1/20/2004,1748,DCA,N225DL,ontime
DL,1129,LGA,1/20/2004,1750,DCA,N231DN,ontime
DL,1227,LGA,1/20/2004,1752,DCA,N224DA,ontime
DL,1329,LGA,1/20/2004,1754,DCA,N223DZ,ontime
DL,1430,LGA,1/20/2004,1756,DCA,N225DL,ontime
DL,1531,LGA,1/20/2004,1758,DCA,N231DN,ontime
DL,1717,LGA,1/20/2004,1760,DCA,N223DZ,delayed
DL,1731,LGA,1/20/2004,1762,DCA,N224DA,ontime
DL,1831,LGA,1/20/2004,1764,DCA,N242DL,ontime
DL,1930,LGA,1/20/2004,1766,DCA,N231DN,ontime
DL,2029,LGA,1/20/2004,1768,DCA,N223DZ,ontime
MQ,1522,JFK,1/20/2004,4752,DCA,N805MQ,ontime
MQ,548,JFK,1/20/2004,4760,DCA,N721MQ,ontime
MQ,1823,JFK,1/20/2004,4784,DCA,N721MQ,ontime
MQ,653,LGA,1/20/2004,4952,DCA,N735MQ,ontime
MQ,759,LGA,1/20/2004,4954,DCA,N729MQ,ontime
MQ,850,LGA,1/20/2004,4956,DCA,N712MQ,ontime
MQ,1057,LGA,1/20/2004,4960,DCA,N727MQ,ontime
MQ,1255,LGA,1/20/2004,4964,DCA,N712MQ,ontime
MQ,1350,LGA,1/20/2004,4966,DCA,N701MQ,ontime
MQ,1458,LGA,1/20/2004,4968,DCA,N721MQ,ontime
MQ,1551,LGA,1/20/2004,4970,DCA,N702MQ,ontime
MQ,2004,LGA,1/20/2004,4976,DCA,N713MQ,delayed
UA,844,LGA,1/20/2004,846,IAD,N556UA,ontime
US,626,LGA,1/20/2004,1479,DCA,N769UW,ontime
US,658,LGA,1/20/2004,2160,DCA,N705UW,ontime
US,758,LGA,1/20/2004,2162,DCA,N744UW,ontime
US,859,LGA,1/20/2004,2164,DCA,N722UW,ontime
US,957,LGA,1/20/2004,2166,DCA,N749UW,ontime
US,1055,LGA,1/20/2004,2168,DCA,N705UW,ontime
US,1156,LGA,1/20/2004,2170,DCA,N744UW,ontime
US,1258,LGA,1/20/2004,2172,DCA,N722UW,ontime
US,1357,LGA,1/20/2004,2174,DCA,N749UW,ontime
US,1456,LGA,1/20/2004,2176,DCA,N725UW,ontime
US,1554,LGA,1/20/2004,2178,DCA,N744UW,ontime
US,1657,LGA,1/20/2004,2180,DCA,N722UW,ontime
US,1758,LGA,1/20/2004,2182,DCA,N749UW,ontime
US,1858,LGA,1/20/2004,2184,DCA,N725UW,ontime
US,1957,LGA,1/20/2004,2186,DCA,N744UW,ontime
US,2057,LGA,1/20/2004,2188,DCA,N722UW,ontime
RU,1453,EWR,1/20/2004,2403,BWI,N15983,ontime
RU,1027,EWR,1/20/2004,2303,BWI,N14920,ontime
RU,1723,EWR,1/20/2004,3372,BWI,N12921,delayed
RU,655,EWR,1/20/2004,2703,BWI,N13566,ontime
CO,1856,EWR,1/20/2004,816,DCA,N14655,ontime
CO,1723,EWR,1/20/2004,814,DCA,N47332,ontime
CO,1250,EWR,1/20/2004,808,DCA,N16607,ontime
CO,729,EWR,1/20/2004,806,DCA,N14628,ontime
DH,835,EWR,1/20/2004,7299,IAD,N637BR,ontime
DH,1700,EWR,1/20/2004,7302,IAD,N638BR,ontime
DH,1236,EWR,1/20/2004,7303,IAD,N638BR,ontime
DH,2113,EWR,1/20/2004,7304,IAD,N663BR,ontime
DH,625,EWR,1/20/2004,7305,IAD,N311UE,ontime
DH,1426,EWR,1/20/2004,7307,IAD,N332UE,ontime
RU,1624,EWR,1/20/2004,2181,DCA,N15555,ontime
RU,2052,EWR,1/20/2004,2879,DCA,N14562,ontime
RU,1357,EWR,1/20/2004,2216,DCA,N14920,ontime
RU,1650,EWR,1/20/2004,2497,IAD,N16951,ontime
RU,638,EWR,1/20/2004,2761,DCA,N26141,ontime
RU,1855,EWR,1/20/2004,2385,IAD,N26141,ontime
RU,859,EWR,1/20/2004,2582,DCA,N14543,ontime
RU,1255,EWR,1/20/2004,2367,IAD,N15555,ontime
RU,1555,EWR,1/20/2004,2261,DCA,N11539,delayed
RU,1456,EWR,1/20/2004,2156,IAD,N17146,ontime
RU,708,EWR,1/20/2004,2855,IAD,N28518,delayed
OH,1455,JFK,1/21/2004,5935,BWI,N804CA,ontime
DH,1239,LGA,1/21/2004,7208,IAD,N705BR,ontime
DH,1448,LGA,1/21/2004,7211,IAD,N687BR,ontime
DH,1714,LGA,1/21/2004,7215,IAD,N705BR,ontime
DH,2220,LGA,1/21/2004,7684,IAD,N698BR,delayed
DH,702,LGA,1/21/2004,7790,IAD,N688BR,delayed
DH,1032,LGA,1/21/2004,7792,IAD,N687BR,ontime
DH,836,JFK,1/21/2004,7800,IAD,N637BR,ontime
DH,1237,JFK,1/21/2004,7806,IAD,N656BR,ontime
DH,1504,JFK,1/21/2004,7808,IAD,N301UE,ontime
DH,1639,JFK,1/21/2004,7810,IAD,N308UE,ontime
DH,1710,JFK,1/21/2004,7812,IAD,N333UE,ontime
DH,2118,JFK,1/21/2004,7814,IAD,N688BR,ontime
DH,1603,JFK,1/21/2004,7816,IAD,N321UE,ontime
DL,1456,JFK,1/21/2004,746,DCA,N938DL,ontime
DL,630,LGA,1/21/2004,1740,DCA,N242DL,ontime
DL,730,LGA,1/21/2004,1742,DCA,N224DA,ontime
DL,831,LGA,1/21/2004,1744,DCA,N231DN,ontime
DL,931,LGA,1/21/2004,1746,DCA,N221DL,ontime
DL,1031,LGA,1/21/2004,1748,DCA,N242DL,ontime
DL,1131,LGA,1/21/2004,1750,DCA,N224DA,ontime
DL,1230,LGA,1/21/2004,1752,DCA,N3734B,ontime
DL,1332,LGA,1/21/2004,1754,DCA,N221DL,ontime
DL,1431,LGA,1/21/2004,1756,DCA,N242DL,ontime
DL,1530,LGA,1/21/2004,1758,DCA,N231DN,ontime
DL,1632,LGA,1/21/2004,1760,DCA,N3734B,delayed
DL,1730,LGA,1/21/2004,1762,DCA,N221DL,ontime
DL,1828,LGA,1/21/2004,1764,DCA,N242DL,ontime
DL,1928,LGA,1/21/2004,1766,DCA,N231DN,ontime
DL,2032,LGA,1/21/2004,1768,DCA,N225DL,ontime
MQ,1525,JFK,1/21/2004,4752,DCA,N732MQ,ontime
MQ,555,JFK,1/21/2004,4760,DCA,N709MQ,ontime
MQ,1830,JFK,1/21/2004,4784,DCA,N719MQ,ontime
MQ,652,LGA,1/21/2004,4952,DCA,N704MQ,ontime
MQ,753,LGA,1/21/2004,4954,DCA,N716MQ,ontime
MQ,857,LGA,1/21/2004,4956,DCA,N730MQ,ontime
MQ,1050,LGA,1/21/2004,4960,DCA,N704MQ,ontime
MQ,1252,LGA,1/21/2004,4964,DCA,N716MQ,ontime
MQ,1349,LGA,1/21/2004,4966,DCA,N717MQ,ontime
MQ,1452,LGA,1/21/2004,4968,DCA,N719MQ,ontime
MQ,1556,LGA,1/21/2004,4970,DCA,N720MQ,ontime
MQ,1653,LGA,1/21/2004,4972,DCA,N713MQ,ontime
MQ,1853,LGA,1/21/2004,4976,DCA,N723MQ,ontime
UA,846,LGA,1/21/2004,846,IAD,N563UA,ontime
US,627,LGA,1/21/2004,1479,DCA,N730UW,ontime
US,659,LGA,1/21/2004,2160,DCA,N713UW,ontime
US,759,LGA,1/21/2004,2162,DCA,N741UW,ontime
US,855,LGA,1/21/2004,2164,DCA,N766UW,ontime
US,956,LGA,1/21/2004,2166,DCA,N722UW,ontime
US,1056,LGA,1/21/2004,2168,DCA,N713UW,ontime
US,1155,LGA,1/21/2004,2170,DCA,N741UW,ontime
US,1255,LGA,1/21/2004,2172,DCA,N766UW,ontime
US,1357,LGA,1/21/2004,2174,DCA,N722UW,ontime
US,1456,LGA,1/21/2004,2176,DCA,N713UW,ontime
US,1558,LGA,1/21/2004,2178,DCA,N741UW,ontime
US,1658,LGA,1/21/2004,2180,DCA,N744UW,ontime
US,1803,LGA,1/21/2004,2182,DCA,N722UW,ontime
US,1859,LGA,1/21/2004,2184,DCA,N713UW,ontime
US,1956,LGA,1/21/2004,2186,DCA,N741UW,ontime
US,2058,LGA,1/21/2004,2188,DCA,N716UW,ontime
RU,658,EWR,1/21/2004,2703,BWI,N14902,ontime
RU,1452,EWR,1/21/2004,2403,BWI,N14950,ontime
RU,1726,EWR,1/21/2004,3372,BWI,N14568,delayed
RU,1028,EWR,1/21/2004,2303,BWI,N12946,ontime
CO,1727,EWR,1/21/2004,814,DCA,N12327,delayed
CO,1858,EWR,1/21/2004,816,DCA,N14601,ontime
CO,1256,EWR,1/21/2004,808,DCA,N16646,ontime
CO,728,EWR,1/21/2004,806,DCA,N62631,ontime
DH,859,EWR,1/21/2004,7299,IAD,N311UE,ontime
DH,1702,EWR,1/21/2004,7302,IAD,N694BR,delayed
DH,1235,EWR,1/21/2004,7303,IAD,N694BR,ontime
DH,2145,EWR,1/21/2004,7304,IAD,N709BR,ontime
DH,627,EWR,1/21/2004,7305,IAD,N332UE,ontime
DH,1424,EWR,1/21/2004,7307,IAD,N332UE,ontime
RU,643,EWR,1/21/2004,2761,DCA,N18102,ontime
RU,1455,EWR,1/21/2004,2156,IAD,N16147,delayed
RU,2054,EWR,1/21/2004,2879,DCA,N13969,ontime
RU,1648,EWR,1/21/2004,2181,DCA,N36915,delayed
RU,1857,EWR,1/21/2004,2385,IAD,N26141,ontime
RU,1520,EWR,1/21/2004,2261,DCA,N14974,delayed
RU,659,EWR,1/21/2004,2855,IAD,N18556,ontime
RU,1356,EWR,1/21/2004,2216,DCA,N12946,ontime
RU,1654,EWR,1/21/2004,2497,IAD,N13903,ontime
RU,1251,EWR,1/21/2004,2367,IAD,N36915,ontime
RU,858,EWR,1/21/2004,2582,DCA,N16951,ontime
OH,1540,JFK,1/22/2004,5935,BWI,N949CA,delayed
DH,1641,JFK,1/22/2004,6155,DCA,N415FJ,ontime
DH,1324,LGA,1/22/2004,7208,IAD,N705BR,delayed
DH,1540,LGA,1/22/2004,7211,IAD,N624BR,delayed
DH,1715,LGA,1/22/2004,7215,IAD,N653BR,ontime
DH,2114,LGA,1/22/2004,7684,IAD,N692BR,ontime
DH,642,LGA,1/22/2004,7790,IAD,N675BR,ontime
DH,1034,LGA,1/22/2004,7792,IAD,N623BR,ontime
DH,830,JFK,1/22/2004,7800,IAD,N698BR,ontime
DH,1237,JFK,1/22/2004,7806,IAD,N631BR,ontime
DH,1455,JFK,1/22/2004,7808,IAD,N320UE,ontime
DH,1642,JFK,1/22/2004,7810,IAD,N309UE,ontime
DH,1707,JFK,1/22/2004,7812,IAD,N301UE,ontime
DH,2116,JFK,1/22/2004,7814,IAD,N657BR,ontime
DH,1607,JFK,1/22/2004,7816,IAD,N324UE,ontime
DL,1458,JFK,1/22/2004,746,DCA,N986DL,ontime
DL,629,LGA,1/22/2004,1740,DCA,N242DL,ontime
DL,729,LGA,1/22/2004,1742,DCA,N221DL,ontime
DL,831,LGA,1/22/2004,1744,DCA,N231DN,ontime
DL,928,LGA,1/22/2004,1746,DCA,N223DZ,ontime
DL,1030,LGA,1/22/2004,1748,DCA,N232DZ,ontime
DL,1129,LGA,1/22/2004,1750,DCA,N221DL,ontime
DL,1231,LGA,1/22/2004,1752,DCA,N231DN,ontime
DL,1331,LGA,1/22/2004,1754,DCA,N223DZ,ontime
DL,1429,LGA,1/22/2004,1756,DCA,N232DZ,delayed
DL,1530,LGA,1/22/2004,1758,DCA,N221DL,ontime
DL,1633,LGA,1/22/2004,1760,DCA,N3734B,delayed
DL,1731,LGA,1/22/2004,1762,DCA,N231DN,delayed
DL,1831,LGA,1/22/2004,1764,DCA,N232DZ,ontime
DL,1928,LGA,1/22/2004,1766,DCA,N221DL,ontime
DL,2033,LGA,1/22/2004,1768,DCA,N3734B,ontime
MQ,1517,JFK,1/22/2004,4752,DCA,N703MQ,ontime
MQ,553,JFK,1/22/2004,4760,DCA,N838MQ,ontime
MQ,1823,JFK,1/22/2004,4784,DCA,N721MQ,ontime
MQ,730,LGA,1/22/2004,4952,DCA,N814MQ,ontime
MQ,758,LGA,1/22/2004,4954,DCA,N739MQ,ontime
MQ,852,LGA,1/22/2004,4956,DCA,N728MQ,ontime
MQ,1056,LGA,1/22/2004,4960,DCA,N723MQ,ontime
MQ,1255,LGA,1/22/2004,4964,DCA,N735MQ,ontime
MQ,1359,LGA,1/22/2004,4966,DCA,N731MQ,ontime
MQ,1459,LGA,1/22/2004,4968,DCA,N701MQ,ontime
MQ,1559,LGA,1/22/2004,4970,DCA,N727MQ,ontime
MQ,1652,LGA,1/22/2004,4972,DCA,N814MQ,ontime
MQ,1854,LGA,1/22/2004,4976,DCA,N739MQ,ontime
UA,847,LGA,1/22/2004,846,IAD,N558UA,ontime
US,625,LGA,1/22/2004,1479,DCA,N764UW,ontime
US,654,LGA,1/22/2004,2160,DCA,N708UW,ontime
US,754,LGA,1/22/2004,2162,DCA,N713UW,ontime
US,857,LGA,1/22/2004,2164,DCA,N714UW,ontime
US,955,LGA,1/22/2004,2166,DCA,N762UW,ontime
US,1055,LGA,1/22/2004,2168,DCA,N708UW,ontime
US,1153,LGA,1/22/2004,2170,DCA,N713UW,ontime
US,1255,LGA,1/22/2004,2172,DCA,N714UW,ontime
US,1355,LGA,1/22/2004,2174,DCA,N762UW,ontime
US,1456,LGA,1/22/2004,2176,DCA,N708UW,ontime
US,1559,LGA,1/22/2004,2178,DCA,N713UW,ontime
US,1658,LGA,1/22/2004,2180,DCA,N714UW,ontime
US,1759,LGA,1/22/2004,2182,DCA,N762UW,ontime
US,1900,LGA,1/22/2004,2184,DCA,N713UW,ontime
US,2011,LGA,1/22/2004,2186,DCA,N714UW,ontime
US,2139,LGA,1/22/2004,2188,DCA,N762UW,delayed
RU,658,EWR,1/22/2004,2703,BWI,N11535,ontime
RU,1030,EWR,1/22/2004,2303,BWI,N13124,ontime
RU,1450,EWR,1/22/2004,2403,BWI,N14991,ontime
RU,1803,EWR,1/22/2004,3372,BWI,N13935,delayed
CO,1258,EWR,1/22/2004,808,DCA,N16607,ontime
CO,729,EWR,1/22/2004,806,DCA,N17663,ontime
CO,1855,EWR,1/22/2004,816,DCA,N17644,ontime
CO,1721,EWR,1/22/2004,814,DCA,N27733,delayed
DH,831,EWR,1/22/2004,7299,IAD,N634BR,ontime
DH,1706,EWR,1/22/2004,7302,IAD,N627BR,ontime
DH,1249,EWR,1/22/2004,7303,IAD,N627BR,ontime
DH,2116,EWR,1/22/2004,7304,IAD,N703BR,ontime
DH,624,EWR,1/22/2004,7305,IAD,N315UE,ontime
DH,1425,EWR,1/22/2004,7307,IAD,N331UE,ontime
RU,1356,EWR,1/22/2004,2216,DCA,N13935,ontime
RU,1522,EWR,1/22/2004,2261,DCA,N14568,ontime
RU,1627,EWR,1/22/2004,2181,DCA,N13969,ontime
RU,1307,EWR,1/22/2004,2692,IAD,N14514,ontime
RU,641,EWR,1/22/2004,2761,DCA,N13970,ontime
RU,1451,EWR,1/22/2004,2156,IAD,N34111,ontime
RU,1656,EWR,1/22/2004,2497,IAD,N16918,ontime
RU,655,EWR,1/22/2004,2855,IAD,N18102,ontime
RU,1850,EWR,1/22/2004,2385,IAD,N25134,ontime
RU,2052,EWR,1/22/2004,2879,DCA,N14543,ontime
RU,854,EWR,1/22/2004,2582,DCA,N14543,ontime
OH,1622,JFK,1/23/2004,5935,BWI,N430CA,delayed
DH,1640,JFK,1/23/2004,6155,DCA,N423FJ,ontime
DH,1239,LGA,1/23/2004,7208,IAD,N653BR,delayed
DH,1715,LGA,1/23/2004,7215,IAD,N705BR,ontime
DH,1009,LGA,1/23/2004,7684,IAD,N668BR,delayed
DH,634,LGA,1/23/2004,7790,IAD,N626BR,ontime
DH,1048,LGA,1/23/2004,7792,IAD,N693BR,ontime
DH,832,JFK,1/23/2004,7800,IAD,N692BR,ontime
DH,1236,JFK,1/23/2004,7806,IAD,N634BR,ontime
DH,1458,JFK,1/23/2004,7808,IAD,N320UE,ontime
DH,1642,JFK,1/23/2004,7810,IAD,N321UE,ontime
DH,1706,JFK,1/23/2004,7812,IAD,N308UE,ontime
DH,2120,JFK,1/23/2004,7814,IAD,N631BR,ontime
DH,1609,JFK,1/23/2004,7816,IAD,N332UE,ontime
DL,1456,JFK,1/23/2004,746,DCA,N937DL,ontime
DL,627,LGA,1/23/2004,1740,DCA,N232DZ,ontime
DL,726,LGA,1/23/2004,1742,DCA,N231DN,ontime
DL,828,LGA,1/23/2004,1744,DCA,N225DL,ontime
DL,928,LGA,1/23/2004,1746,DCA,N241DL,ontime
DL,1029,LGA,1/23/2004,1748,DCA,N232DZ,ontime
DL,1128,LGA,1/23/2004,1750,DCA,N231DN,ontime
DL,1229,LGA,1/23/2004,1752,DCA,N225DL,ontime
DL,1428,LGA,1/23/2004,1756,DCA,N232DZ,ontime
DL,1529,LGA,1/23/2004,1758,DCA,N231DN,ontime
DL,1631,LGA,1/23/2004,1760,DCA,N3734B,ontime
DL,1732,LGA,1/23/2004,1762,DCA,N225DL,ontime
DL,1829,LGA,1/23/2004,1764,DCA,N232DZ,ontime
DL,1929,LGA,1/23/2004,1766,DCA,N231DN,ontime
DL,2028,LGA,1/23/2004,1768,DCA,N3734B,ontime
MQ,1530,JFK,1/23/2004,4752,DCA,N841MQ,delayed
MQ,553,JFK,1/23/2004,4760,DCA,N730MQ,ontime
MQ,1827,JFK,1/23/2004,4784,DCA,N727MQ,ontime
MQ,655,LGA,1/23/2004,4952,DCA,N707MQ,ontime
MQ,755,LGA,1/23/2004,4954,DCA,N731MQ,ontime
MQ,850,LGA,1/23/2004,4956,DCA,N701MQ,ontime
MQ,1047,LGA,1/23/2004,4960,DCA,N727MQ,ontime
MQ,1253,LGA,1/23/2004,4964,DCA,N701MQ,delayed
MQ,1358,LGA,1/23/2004,4966,DCA,N702MQ,ontime
MQ,1655,LGA,1/23/2004,4972,DCA,N726MQ,ontime
MQ,1858,LGA,1/23/2004,4976,DCA,N738MQ,ontime
UA,853,LGA,1/23/2004,846,IAD,N517UA,ontime
US,626,LGA,1/23/2004,1479,DCA,N725UW,ontime
US,656,LGA,1/23/2004,2160,DCA,N765UW,ontime
US,757,LGA,1/23/2004,2162,DCA,N762UW,ontime
US,855,LGA,1/23/2004,2164,DCA,N768UW,ontime
US,956,LGA,1/23/2004,2166,DCA,N715UW,ontime
US,1057,LGA,1/23/2004,2168,DCA,N765UW,ontime
US,1157,LGA,1/23/2004,2170,DCA,N762UW,ontime
US,1259,LGA,1/23/2004,2172,DCA,N768UW,delayed
US,1355,LGA,1/23/2004,2174,DCA,N715UW,ontime
US,1502,LGA,1/23/2004,2176,DCA,N765UW,ontime
US,1659,LGA,1/23/2004,2180,DCA,N768UW,ontime
US,1759,LGA,1/23/2004,2182,DCA,N715UW,ontime
US,1859,LGA,1/23/2004,2184,DCA,N765UW,ontime
US,1958,LGA,1/23/2004,2186,DCA,N762UW,ontime
US,2055,LGA,1/23/2004,2188,DCA,N768UW,ontime
RU,1449,EWR,1/23/2004,2403,BWI,N12946,delayed
RU,1032,EWR,1/23/2004,2303,BWI,N16546,ontime
RU,1726,EWR,1/23/2004,3372,BWI,N21129,ontime
RU,654,EWR,1/23/2004,2703,BWI,N14959,ontime
CO,1731,EWR,1/23/2004,814,DCA,N63305,ontime
CO,1254,EWR,1/23/2004,808,DCA,N17620,ontime
CO,728,EWR,1/23/2004,806,DCA,N15659,ontime
CO,1849,EWR,1/23/2004,816,DCA,N13665,delayed
DH,833,EWR,1/23/2004,7299,IAD,N686BR,ontime
DH,1820,EWR,1/23/2004,7302,IAD,N680BR,delayed
DH,1235,EWR,1/23/2004,7303,IAD,N680BR,ontime
DH,2239,EWR,1/23/2004,7304,IAD,N654BR,delayed
DH,626,EWR,1/23/2004,7305,IAD,N333UE,ontime
DH,1427,EWR,1/23/2004,7307,IAD,N301UE,ontime
RU,2054,EWR,1/23/2004,2879,DCA,N14991,ontime
RU,1629,EWR,1/23/2004,2181,DCA,N26549,ontime
RU,700,EWR,1/23/2004,2855,IAD,N11539,ontime
RU,641,EWR,1/23/2004,2761,DCA,N14993,ontime
RU,1451,EWR,1/23/2004,2156,IAD,N14143,ontime
RU,1851,EWR,1/23/2004,2385,IAD,N17108,ontime
RU,1252,EWR,1/23/2004,2692,IAD,N16502,ontime
RU,1528,EWR,1/23/2004,2261,DCA,N34111,delayed
RU,1657,EWR,1/23/2004,2497,IAD,N12569,ontime
RU,901,EWR,1/23/2004,2582,DCA,N15926,ontime
RU,1356,EWR,1/23/2004,2216,DCA,N16546,ontime
OH,1455,JFK,1/24/2004,5935,BWI,N442CA,ontime
DH,1633,JFK,1/24/2004,6155,DCA,N428FJ,ontime
DH,1240,LGA,1/24/2004,7208,IAD,N693BR,ontime
DH,1711,LGA,1/24/2004,7215,IAD,N647BR,ontime
DH,2119,LGA,1/24/2004,7684,IAD,N635BR,ontime
DH,832,JFK,1/24/2004,7800,IAD,N668BR,ontime
DH,1305,JFK,1/24/2004,7806,IAD,N634BR,ontime
DH,1644,JFK,1/24/2004,7810,IAD,N313UE,ontime
DH,1715,JFK,1/24/2004,7812,IAD,N312UE,delayed
DH,2125,JFK,1/24/2004,7814,IAD,N628BR,ontime
DH,1751,JFK,1/24/2004,7818,IAD,N321UE,ontime
DL,1511,JFK,1/24/2004,746,DCA,N913DL,delayed
DL,730,LGA,1/24/2004,1742,DCA,N232DZ,ontime
DL,829,LGA,1/24/2004,1744,DCA,N225DL,ontime
DL,1028,LGA,1/24/2004,1748,DCA,N231DN,ontime
DL,1230,LGA,1/24/2004,1752,DCA,N225DL,ontime
DL,1428,LGA,1/24/2004,1756,DCA,N231DN,ontime
DL,1630,LGA,1/24/2004,1760,DCA,N225DL,ontime
DL,1829,LGA,1/24/2004,1764,DCA,N231DN,ontime
DL,2031,LGA,1/24/2004,1768,DCA,N225DL,ontime
MQ,1525,JFK,1/24/2004,4752,DCA,N736MQ,ontime
MQ,550,JFK,1/24/2004,4760,DCA,N703MQ,ontime
MQ,1812,JFK,1/24/2004,4784,DCA,N727MQ,ontime
MQ,931,LGA,1/24/2004,4956,DCA,N711MQ,delayed
