"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
59," Self-emp-inc",107287," 10th",6," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,2559,50," United-States"," >50K"
46," Self-emp-not-inc",102308," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2415,40," United-States"," >50K"
61,NA,42938," Bachelors",13," Never-married",NA," Not-in-family"," White"," Male",0,0,7," United-States"," >50K"
28," Private",100829," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States"," >50K"
41," Private",280167," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,70," United-States"," >50K"
50," Private",320510," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
43," Local-gov",225978," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
42," Private",510072," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Private",112115," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
36," Private",37522," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
51," Private",111939," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
39," Private",257942," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"
57," Self-emp-inc",123053," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",15024,0,50," India"," >50K"
31," Private",263561," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2246,45," United-States"," >50K"
51," Private",44000," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",99999,0,50," United-States"," >50K"
41," Private",104334," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
44," Private",203943," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,35," United-States"," >50K"
49," Federal-gov",105959," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,41," United-States"," >50K"
57," Private",141570," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,1977,40," United-States"," >50K"
24," Local-gov",252024," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," >50K"
71," Self-emp-inc",118119," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,50," United-States"," >50K"
46," Private",185291," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States"," >50K"
32," Private",396745," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,48," United-States"," >50K"
34," Private",169583," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," >50K"
55," Local-gov",107308," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",110563," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
24," Self-emp-not-inc",31606," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Other-relative"," White"," Female",0,0,20," United-States"," >50K"
67," Self-emp-inc",273239," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
47," Private",145636," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",105813," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
54," Private",74660," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," Canada"," >50K"
51," Private",138852," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",7298,0,40," El-Salvador"," >50K"
36," Self-emp-not-inc",172425," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,25," United-States"," >50K"
63," Private",213095," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
53," Local-gov",205005," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,60," United-States"," >50K"
59," Private",43221," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States"," >50K"
44," Private",43711," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
41," Private",274363," Some-college",10," Separated"," Sales"," Not-in-family"," White"," Male",0,0,80," United-States"," >50K"
38," Local-gov",94529," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Wife"," White"," Female",3103,0,50," United-States"," >50K"
42," Private",198229," Prof-school",15," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,65," United-States"," >50K"
40," Self-emp-inc",49249," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
56," Private",174864," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,45," United-States"," >50K"
49," Self-emp-inc",172246," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
47," Private",94809," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States"," >50K"
49," Federal-gov",168232," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
32," Private",200246," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
23," Private",65481," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," >50K"
39," Private",387068," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
53," State-gov",101238," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",207540," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",99999,0,60," United-States"," >50K"
44," Private",118947," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," >50K"
30," Private",39054," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"
36," Private",102729," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States"," >50K"
39," Private",236391," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
47," Self-emp-not-inc",172034," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,75," United-States"," >50K"
68," Self-emp-not-inc",166083," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Self-emp-not-inc",437458," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
43," Self-emp-not-inc",83411," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2415,40," United-States"," >50K"
59," Self-emp-inc",31359," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,80," United-States"," >50K"
34," Self-emp-inc",62396," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,62," United-States"," >50K"
23," Local-gov",197918," Some-college",10," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States"," >50K"
49," Self-emp-inc",306289," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," Local-gov",140644," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Self-emp-not-inc",188273," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
52," Self-emp-not-inc",98642," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," India"," >50K"
49," Private",87928," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",320877," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
49," Private",111558," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1977,25," United-States"," >50K"
36," Private",187046," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
55," State-gov",100285," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",10520,0,40," United-States"," >50K"
34," Private",581071," HS-grad",9," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,48," United-States"," >50K"
46," Private",180532," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
40," Private",48087," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
35," Private",89508," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
41," Local-gov",183009," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
59," Private",453067," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,36," United-States"," >50K"
51," Private",102615," Masters",14," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
37," Private",22463," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
39," Private",80638," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,84," United-States"," >50K"
41," Private",106698," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," White"," Female",13550,0,60," United-States"," >50K"
59," Private",91384," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
43," State-gov",118544," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
39," Private",80324," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,62," United-States"," >50K"
25," Private",350850," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," >50K"
47," Federal-gov",68493," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
33," Private",134886," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",99999,0,30," United-States"," >50K"
46," Private",192779," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"
48," Private",193775," Bachelors",13," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,38," United-States"," >50K"
45," Private",198223," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,45," United-States"," >50K"
47," Private",33710," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,60," United-States"," >50K"
42," Federal-gov",198316," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",220237," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
54," Private",186224," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
36," Federal-gov",106297," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",112906," Masters",14," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," >50K"
30," Private",97723," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," >50K"
31," Self-emp-inc",264554," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
39," Private",286789," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",101113," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,66," United-States"," >50K"
65," Self-emp-inc",103824," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Self-emp-inc",192779," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
37," Self-emp-inc",198841," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
68," Private",116993," Prof-school",15," Widowed"," Prof-specialty"," Unmarried"," White"," Male",0,0,60," United-States"," >50K"
54," Private",165001," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
28," Private",126060," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",99999,0,36," United-States"," >50K"
47," Private",284916," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
32," Private",108247," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
34," Private",100882," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,47," United-States"," >50K"
40," Private",352971," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
42," Local-gov",121012," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
36," Private",203482," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
34," Private",134737," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," >50K"
37," Self-emp-inc",175360," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," Federal-gov",231797," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,55," United-States"," >50K"
48," Private",195437," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
29," Private",42881," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"
27," Private",185647," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States"," >50K"
52," Private",288353," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,48," United-States"," >50K"
59," Private",70857," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Private",278322," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
66," Private",196674," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States"," >50K"
52," Self-emp-not-inc",135339," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40,NA," >50K"
58," Private",234213," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",14344,0,48," United-States"," >50K"
48," Private",148995," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
54," Private",171924," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," Canada"," >50K"
39," Private",338320," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
33," Private",140206," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Private",27898," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,55," United-States"," >50K"
49," Local-gov",95256," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,42," United-States"," >50K"
61," Private",238913," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49,NA,271346," Bachelors",13," Married-civ-spouse",NA," Husband"," White"," Male",15024,0,60," United-States"," >50K"
45," Self-emp-not-inc",70754," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,60," United-States"," >50K"
63," Federal-gov",39181," Doctorate",16," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,2559,60," United-States"," >50K"
53," Private",177705," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States"," >50K"
35," Private",301911," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," Japan"," >50K"
59," Self-emp-not-inc",178353," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
67," Private",188903," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
54," Private",215990," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,44," United-States"," >50K"
34," Private",178449," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,45," United-States"," >50K"
59," State-gov",192258," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Private",136841," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",99999,0,35," United-States"," >50K"
46," Private",182414," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
35," Private",122747," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
50," Local-gov",145879," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
44," Self-emp-inc",144778," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
37," Local-gov",160910," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
36," Private",592930," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,50," United-States"," >50K"
45," Local-gov",199590," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," Mexico"," >50K"
62,NA,119986," Bachelors",13," Married-civ-spouse",NA," Husband"," White"," Male",0,0,60," United-States"," >50K"
46," Federal-gov",83610," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
38," Private",312771," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
44," Private",248406," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
53," Private",302868," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
36," Federal-gov",72338," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"
39," Self-emp-inc",172538," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
46," State-gov",164023," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,70," United-States"," >50K"
48," Private",171807," Bachelors",13," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,56," United-States"," >50K"
36," Local-gov",137314," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States"," >50K"
34," Private",164190," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,38," United-States"," >50K"
36," Private",111128," Some-college",10," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
25," Self-emp-inc",182750," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"
25," Private",353795," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",3103,0,40," United-States"," >50K"
39," Federal-gov",189632," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
33," Private",437566," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
51," Private",146767," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
32," Self-emp-not-inc",176185," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",7298,0,40," Japan"," >50K"
41," Private",116825," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
44," State-gov",101603," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
39," Private",344743," Some-college",10," Married-civ-spouse"," Adm-clerical"," Own-child"," Black"," Female",0,0,50," United-States"," >50K"
53," Federal-gov",84278," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
41," Local-gov",344624," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1485,40," United-States"," >50K"
49," State-gov",391585," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
35," Federal-gov",316582," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",7298,0,40," United-States"," >50K"
34," Private",226443," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
53," Self-emp-not-inc",145419," 1st-4th",2," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,67," Italy"," >50K"
46," Private",205100," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
47," Private",189498," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,65," United-States"," >50K"
47," Private",185041," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
62,NA,68461," Doctorate",16," Married-civ-spouse",NA," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," >50K"
53," Federal-gov",276868," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
62," Private",213321," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
61," Self-emp-not-inc",96073," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," England"," >50K"
29," Private",160510," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50,NA," >50K"
58," Self-emp-inc",174864," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
53," Private",193720," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
38," Self-emp-inc",312232," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
29," Federal-gov",360527," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",323120," Assoc-acdm",12," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,44," United-States"," >50K"
55," Self-emp-not-inc",185195," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",104501," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Germany"," >50K"
49," Private",192776," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,45," United-States"," >50K"
37," Self-emp-not-inc",353298," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,50," United-States"," >50K"
64," Private",212838," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," >50K"
45," Self-emp-not-inc",240786," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
31," Self-emp-not-inc",235237," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,60," United-States"," >50K"
43," Self-emp-inc",602513," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
58," Private",101338," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Greece"," >50K"
48," Private",148576," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",68982," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
50," Private",46155," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," >50K"
42," Private",186376," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,72," Philippines"," >50K"
41," Private",125461," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
55," Private",349910," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," >50K"
30," Private",154950," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
42," Private",187795," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,55," United-States"," >50K"
35," Private",340428," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," >50K"
33," Self-emp-not-inc",108438," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
34," Private",379798," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," Private",264052," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
59," Private",217747," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
44," Federal-gov",259307," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",349986," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,50," United-States"," >50K"
44," Federal-gov",32000," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
32," Private",107843," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",5178,0,50," United-States"," >50K"
37," Self-emp-inc",382802," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,99," United-States"," >50K"
44," Private",63042," Bachelors",13," Divorced"," Exec-managerial"," Own-child"," White"," Female",0,0,50," United-States"," >50K"
49," Private",47403," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
